Gene_ID	Harringtonine_Control_rep1	Harringtonine_Control_rep2	Harringtonine_Control_rep3	Harringtonine_Treated_rep1	Harringtonine_Treated_rep2	Harringtonine_Treated_rep3
ENSG00000260097.3	0	0	0	0	0	0
ENSG00000260170.1	0	0	0	0	0	0
ENSG00000260220.7	1	6	3	3	3	1
ENSG00000260230.5	0	0	0	0	0	0
ENSG00000260234.5	0	0	0	0	0	0
ENSG00000260238.6	0	0	0	0	1	0
ENSG00000260272.1	0	0	0	0	0	0
ENSG00000260286.4	0	0	0	2	0	0
ENSG00000260287.4	0	0	0	0	0	0
ENSG00000260314.3	1	0	0	0	0	0
ENSG00000260325.2	0	0	0	0	0	0
ENSG00000260342.2	6	7	12	1	4	2
ENSG00000260371.1	0	0	0	0	0	0
ENSG00000260428.3	12	7	5	4	2	3
ENSG00000260456.7	11	10	6	10	7	8
ENSG00000260458.3	0	0	0	0	0	0
ENSG00000260537.2	0	0	0	0	0	0
ENSG00000260596.5	0	0	0	0	0	0
ENSG00000260643.2	8	14	21	12	17	11
ENSG00000260691.8	0	0	0	0	0	0
ENSG00000260729.1	0	0	0	0	0	1
ENSG00000260734.6	1	0	0	1	1	0
ENSG00000260802.2	0	0	0	0	0	0
ENSG00000260811.3	0	0	0	0	0	0
ENSG00000260836.2	0	0	0	0	0	0
ENSG00000260851.7	0	0	0	0	0	0
ENSG00000260861.6	0	0	0	0	0	0
ENSG00000260873.6	0	0	0	0	0	0
ENSG00000260903.3	0	4	6	2	4	0
ENSG00000260914.3	8	4	1	2	0	1
ENSG00000260916.8	544	710	632	542	498	700
ENSG00000261052.6	0	0	1	1	1	2
ENSG00000261115.7	17	35	32	26	15	43
ENSG00000261130.5	0	0	0	0	0	0
ENSG00000261147.1	0	0	0	0	0	0
ENSG00000261150.3	1842	2617	2420	2095	1664	2160
ENSG00000261210.8	0	0	0	0	0	0
ENSG00000261221.4	164	367	328	265	169	259
ENSG00000261236.8	2013	2357	2328	1564	1526	1847
ENSG00000261247.2	0	0	0	0	0	0
ENSG00000261272.1	0	0	0	0	0	0
ENSG00000261308.4	0	0	0	0	0	1
ENSG00000261341.7	0	0	0	0	0	0
ENSG00000261371.6	0	0	0	0	0	0
ENSG00000261408.7	0	0	0	0	0	0
ENSG00000261456.6	1	2	2	5	5	5
ENSG00000261459.1	0	0	0	0	0	0
ENSG00000261509.7	0	0	0	0	0	0
ENSG00000261582.1	3	2	0	2	0	1
ENSG00000261587.3	3	2	5	4	0	0
ENSG00000261594.4	1	0	2	0	1	0
ENSG00000261609.8	1520	1754	1603	1356	1363	1717
ENSG00000261611.6	0	0	0	0	0	0
ENSG00000261649.7	0	0	0	0	0	0
ENSG00000261652.3	0	0	0	0	0	0
ENSG00000261667.2	0	0	0	0	0	0
ENSG00000261678.3	0	1	0	0	0	0
ENSG00000261701.9	0	0	0	0	0	0
ENSG00000261717.5	0	0	0	0	0	0
ENSG00000261732.1	0	0	0	0	0	1
ENSG00000261739.3	0	0	0	0	0	0
ENSG00000261740.7	10	3	9	11	4	4
ENSG00000261787.2	0	0	0	0	0	0
ENSG00000261793.1	0	0	0	0	0	0
ENSG00000261794.2	1	0	0	1	0	0
ENSG00000261796.1	0	0	0	0	0	0
ENSG00000261832.6	0	0	0	0	0	0
ENSG00000261846.2	0	0	0	0	0	0
ENSG00000261852.3	0	0	0	0	0	0
ENSG00000261857.7	0	0	0	0	0	0
ENSG00000261862.2	0	0	0	0	0	0
ENSG00000261873.2	0	0	0	0	0	0
ENSG00000261884.2	8	7	4	7	10	5
ENSG00000261893.5	0	0	0	0	0	0
ENSG00000261897.1	0	0	0	0	0	0
ENSG00000261915.6	7	9	4	9	13	13
ENSG00000261934.3	25	24	22	35	22	46
ENSG00000261949.7	0	0	0	0	0	0
ENSG00000261958.1	0	0	0	0	0	0
ENSG00000261968.3	0	0	0	0	0	0
ENSG00000261972.5	0	0	0	0	0	0
ENSG00000261984.1	0	0	0	0	0	0
ENSG00000261986.1	0	0	0	0	0	0
ENSG00000261992.2	0	0	0	0	0	0
ENSG00000262024.6	0	0	0	0	0	0
ENSG00000262045.1	0	0	0	0	0	0
ENSG00000262068.3	0	0	0	0	0	0
ENSG00000262085.2	0	0	0	0	0	0
ENSG00000262102.1	0	0	0	0	0	0
ENSG00000262111.3	0	0	0	0	0	0
ENSG00000262121.2	0	0	0	0	0	0
ENSG00000262139.9	0	0	0	0	0	0
ENSG00000262145.5	0	0	0	0	0	0
ENSG00000262152.7	3	7	1	8	6	3
ENSG00000262156.4	0	0	0	0	0	0
ENSG00000262164.6	0	0	0	0	0	0
ENSG00000262165.2	0	0	0	0	0	0
ENSG00000262179.3	0	0	0	0	0	0
ENSG00000262191.1	0	0	0	0	0	0
ENSG00000262209.3	55	67	70	120	69	110
ENSG00000262217.3	0	0	0	0	0	0
ENSG00000262218.1	0	0	0	0	0	0
ENSG00000262221.1	0	0	0	0	0	0
ENSG00000262243.5	0	0	0	0	0	0
ENSG00000262246.6	4	7	1	5	3	7
ENSG00000262302.1	0	0	0	0	0	0
ENSG00000262304.2	0	0	0	0	0	0
ENSG00000262315.4	0	0	0	0	0	0
ENSG00000262327.7	0	0	0	0	0	0
ENSG00000262334.6	0	0	0	0	0	0
ENSG00000262347.2	0	0	0	0	0	0
ENSG00000262406.3	0	0	0	0	0	0
ENSG00000262418.5	0	0	0	0	0	0
ENSG00000262446.5	0	0	0	0	0	0
ENSG00000262461.7	0	0	0	0	0	0
ENSG00000262473.5	0	0	0	0	0	0
ENSG00000262481.5	0	0	0	0	0	0
ENSG00000262484.2	4	8	5	8	7	10
ENSG00000262505.2	0	0	0	0	0	0
ENSG00000262512.2	0	0	0	0	0	0
ENSG00000262520.1	0	0	0	0	0	0
ENSG00000262525.3	0	0	0	0	0	0
ENSG00000262526.2	0	0	0	0	0	0
ENSG00000262542.1	0	0	0	0	0	0
ENSG00000262543.2	0	0	0	0	0	0
ENSG00000262560.1	0	0	0	0	0	0
ENSG00000262573.2	0	0	0	0	0	0
ENSG00000262576.3	73	115	110	136	103	143
ENSG00000262594.4	0	0	0	0	0	0
ENSG00000262599.5	0	0	0	0	0	0
ENSG00000262607.5	0	0	0	0	0	0
ENSG00000262611.4	0	0	0	0	0	0
ENSG00000262612.3	0	0	0	0	0	0
ENSG00000262628.1	0	0	0	0	0	0
ENSG00000262633.2	0	0	0	0	0	0
ENSG00000262634.5	0	0	0	0	0	0
ENSG00000262635.5	0	0	0	0	0	0
ENSG00000262647.3	0	0	0	0	0	0
ENSG00000262655.4	0	0	1	0	0	0
ENSG00000262660.1	0	0	0	0	0	0
ENSG00000262664.3	525	572	546	319	325	343
ENSG00000262666.5	0	0	0	0	0	0
ENSG00000262730.1	0	0	0	0	0	0
ENSG00000262731.3	0	0	0	0	0	0
ENSG00000262748.1	0	0	0	0	0	0
ENSG00000262749.2	0	0	0	0	0	0
ENSG00000262755.1	0	0	0	0	0	0
ENSG00000262771.5	0	0	0	0	0	0
ENSG00000262784.2	0	0	0	0	0	0
ENSG00000262785.5	0	0	0	0	0	0
ENSG00000262788.3	0	0	0	0	0	0
ENSG00000262795.5	0	0	0	0	0	0
ENSG00000262796.1	0	0	0	0	0	0
ENSG00000262808.2	0	0	0	0	0	0
ENSG00000262814.8	56	69	95	36	38	47
ENSG00000262826.5	0	0	0	0	0	0
ENSG00000262845.7	0	0	0	0	0	0
ENSG00000262851.2	0	0	0	0	0	0
ENSG00000262860.5	0	0	0	0	0	0
ENSG00000262862.2	0	0	0	0	0	0
ENSG00000262874.2	0	0	0	0	0	0
ENSG00000262896.2	0	0	0	0	0	0
ENSG00000262911.5	0	0	0	0	0	0
ENSG00000262919.8	179	195	223	168	134	156
ENSG00000262938.6	0	0	0	0	0	0
ENSG00000262993.1	0	0	0	0	0	0
ENSG00000263001.8	2572	2770	2622	2373	2076	2626
ENSG00000263002.8	101	116	107	95	92	107
ENSG00000263012.1	0	0	0	0	0	0
ENSG00000263014.5	0	0	0	0	0	0
ENSG00000263020.6	0	0	0	0	0	0
ENSG00000263022.1	0	0	0	0	0	0
ENSG00000263028.1	0	0	0	0	0	0
ENSG00000263042.5	0	0	0	0	0	0
ENSG00000263057.2	0	0	0	0	0	0
ENSG00000263090.5	0	0	0	0	0	0
ENSG00000263091.2	0	0	0	0	0	0
ENSG00000263097.3	0	0	0	0	0	0
ENSG00000263101.2	0	0	0	0	0	0
ENSG00000263141.5	0	0	0	0	0	0
ENSG00000263150.3	0	0	0	0	0	0
ENSG00000263155.6	0	0	0	0	0	0
ENSG00000263160.6	0	0	0	0	0	0
ENSG00000263163.5	0	0	0	0	0	0
ENSG00000263181.7	0	0	0	0	0	0
ENSG00000263186.1	0	0	0	0	0	0
ENSG00000263201.1	0	0	3	0	0	0
ENSG00000263229.4	0	0	0	0	0	0
ENSG00000263236.2	0	0	0	0	0	0
ENSG00000263238.1	0	0	0	0	0	0
ENSG00000263242.2	0	0	0	0	0	0
ENSG00000263243.2	0	0	0	0	0	0
ENSG00000263247.6	0	0	0	0	0	0
ENSG00000263263.1	0	0	0	0	0	0
ENSG00000263290.5	0	0	0	0	0	0
ENSG00000263296.2	0	0	0	0	0	0
ENSG00000263309.6	0	0	0	0	0	0
ENSG00000263310.5	0	0	0	0	0	0
ENSG00000263324.5	0	0	0	0	0	0
ENSG00000263328.2	0	0	0	0	0	0
ENSG00000263341.1	0	0	0	0	0	0
ENSG00000263353.4	1	1	0	0	0	1
ENSG00000263429.4	0	0	0	0	0	0
ENSG00000263465.5	19	24	23	11	17	20
ENSG00000263513.6	2	2	2	2	0	2
ENSG00000263528.8	92	116	113	148	105	149
ENSG00000263620.1	0	0	0	0	0	0
ENSG00000263639.7	34	55	59	42	36	56
ENSG00000263715.7	0	0	0	0	0	0
ENSG00000263761.3	0	0	0	0	0	0
ENSG00000263809.1	0	0	0	0	0	1
ENSG00000263874.2	0	0	0	0	0	0
ENSG00000263956.8	125	92	97	204	176	187
ENSG00000263961.8	0	0	0	0	0	0
ENSG00000264006.9	0	0	0	0	0	0
ENSG00000264058.2	0	0	0	0	0	0
ENSG00000264187.1	0	0	0	0	0	0
ENSG00000264230.9	0	0	0	0	0	0
ENSG00000264324.1	0	0	0	0	0	0
ENSG00000264343.7	0	0	0	0	0	0
ENSG00000264364.3	653	781	843	359	399	473
ENSG00000264424.1	0	0	0	0	0	0
ENSG00000264522.6	2566	3133	2804	2378	1998	2619
ENSG00000264619.6	0	0	0	0	0	0
ENSG00000264668.2	0	0	0	0	0	0
ENSG00000264717.6	0	0	0	0	0	0
ENSG00000264813.6	0	0	0	0	0	0
ENSG00000265107.3	0	0	0	0	0	0
ENSG00000265118.5	0	0	0	0	0	0
ENSG00000265190.7	0	0	0	0	0	0
ENSG00000265203.2	0	0	0	0	0	0
ENSG00000265241.8	3504	3564	3549	2006	2089	2214
ENSG00000265303.1	0	0	0	0	0	0
ENSG00000265354.4	929	1070	1075	568	636	672
ENSG00000265491.5	926	1005	924	902	811	1110
ENSG00000265590.10	0	2	4	2	1	1
ENSG00000265681.8	0	0	0	0	0	0
ENSG00000265690.7	0	0	0	0	0	0
ENSG00000265763.4	1	1	6	4	10	2
ENSG00000265808.4	507	444	512	480	517	573
ENSG00000265817.4	86	83	74	113	88	118
ENSG00000265818.1	0	0	0	0	0	0
ENSG00000265972.6	1472	1474	1572	1076	1084	1193
ENSG00000266027.8	0	0	0	0	0	0
ENSG00000266028.8	1129	1561	1401	1397	1156	1394
ENSG00000266074.11	399	600	598	530	367	568
ENSG00000266076.1	0	0	0	0	0	0
ENSG00000266086.3	0	0	0	0	0	0
ENSG00000266094.8	10	12	15	9	7	5
ENSG00000266173.7	703	990	851	1056	740	1184
ENSG00000266200.8	0	0	0	0	0	0
ENSG00000266202.1	0	0	0	0	0	0
ENSG00000266265.4	0	0	0	0	0	0
ENSG00000266286.2	0	0	0	0	0	0
ENSG00000266302.6	0	0	0	0	0	0
ENSG00000266338.7	233	223	220	473	296	392
ENSG00000266412.6	3013	2814	3016	2006	2146	2585
ENSG00000266442.5	0	0	0	0	0	0
ENSG00000266472.6	1604	2062	1820	1010	829	1055
ENSG00000266524.3	0	0	0	0	0	0
ENSG00000266714.11	73	102	107	142	104	141
ENSG00000266728.5	0	0	0	0	0	1
ENSG00000266826.3	1	4	2	2	0	1
ENSG00000266953.6	1	2	8	1	2	2
ENSG00000266964.6	0	0	0	0	0	0
ENSG00000266967.7	6	7	9	6	4	7
ENSG00000266997.2	0	0	0	0	0	0
ENSG00000267001.1	5	6	4	7	1	5
ENSG00000267022.1	2	7	0	0	0	1
ENSG00000267041.6	24	51	45	50	34	38
ENSG00000267059.2	0	0	0	0	0	0
ENSG00000267060.7	0	0	0	0	0	0
ENSG00000267110.1	0	0	0	0	0	0
ENSG00000267120.3	0	0	0	0	0	0
ENSG00000267127.7	0	0	0	0	0	0
ENSG00000267140.1	1	1	0	0	1	0
ENSG00000267157.1	0	0	0	0	0	0
ENSG00000267168.1	2	3	5	3	3	6
ENSG00000267173.1	0	0	0	0	0	0
ENSG00000267179.1	0	0	0	1	0	2
ENSG00000267206.6	0	0	0	0	0	0
ENSG00000267221.3	36	53	50	53	38	55
ENSG00000267228.7	2	2	0	0	3	0
ENSG00000267261.5	0	0	1	0	0	0
ENSG00000267281.3	0	0	0	0	0	0
ENSG00000267303.1	0	0	0	0	0	0
ENSG00000267314.1	0	0	0	0	0	0
ENSG00000267318.1	0	0	0	0	0	0
ENSG00000267335.2	0	0	0	0	0	0
ENSG00000267360.6	0	0	0	0	0	2
ENSG00000267368.1	0	0	0	0	0	0
ENSG00000267385.1	1	0	0	2	1	0
ENSG00000267426.5	0	1	0	0	0	0
ENSG00000267467.4	0	0	0	0	0	0
ENSG00000267477.1	0	0	0	0	0	0
ENSG00000267508.6	1	0	1	1	1	0
ENSG00000267534.4	1	5	5	0	2	2
ENSG00000267552.6	0	0	0	0	0	0
ENSG00000267561.2	0	0	0	0	0	0
ENSG00000267618.5	0	0	1	0	1	0
ENSG00000267631.5	0	0	0	0	0	0
ENSG00000267635.1	0	0	0	0	0	0
ENSG00000267645.5	0	0	0	0	0	0
ENSG00000267673.6	31	37	43	20	23	35
ENSG00000267680.6	263	285	299	337	281	312
ENSG00000267699.2	0	1	0	0	0	0
ENSG00000267706.3	0	0	0	0	0	0
ENSG00000267710.9	0	0	0	0	0	0
ENSG00000267728.3	0	0	0	0	0	0
ENSG00000267740.5	4	0	0	0	1	0
ENSG00000267748.4	0	0	0	0	0	0
ENSG00000267795.6	70	105	111	38	28	46
ENSG00000267796.8	204	170	184	168	139	185
ENSG00000267855.6	0	0	0	0	0	0
ENSG00000267881.2	0	0	0	0	0	0
ENSG00000267909.3	0	1	0	1	0	1
ENSG00000267952.1	0	0	0	0	0	0
ENSG00000267954.2	0	0	0	0	0	0
ENSG00000267978.6	0	0	0	0	0	0
ENSG00000268009.6	0	0	0	0	0	0
ENSG00000268041.3	2	0	4	3	4	5
ENSG00000268043.9	519	496	540	873	692	808
ENSG00000268083.5	0	0	0	0	0	0
ENSG00000268089.3	0	0	0	0	0	0
ENSG00000268104.3	1565	1269	1331	1125	1293	1538
ENSG00000268107.6	0	0	0	0	0	0
ENSG00000268133.1	0	0	0	0	0	0
ENSG00000268163.1	0	0	0	0	0	0
ENSG00000268173.3	0	0	0	0	0	0
ENSG00000268182.6	0	0	0	0	0	0
ENSG00000268193.5	0	0	0	0	0	0
ENSG00000268221.6	0	0	0	0	0	0
ENSG00000268223.7	0	0	0	0	0	0
ENSG00000268235.9	0	0	0	0	0	0
ENSG00000268279.4	0	0	0	0	0	0
ENSG00000268320.4	0	0	0	0	0	0
ENSG00000268350.8	0	0	0	0	0	0
ENSG00000268361.1	0	0	0	0	0	0
ENSG00000268400.6	0	0	0	0	0	0
ENSG00000268434.5	0	0	1	0	0	0
ENSG00000268447.6	0	0	0	0	0	0
ENSG00000268465.1	0	0	0	0	0	0
ENSG00000268480.4	0	0	0	0	0	2
ENSG00000268500.7	0	0	0	0	0	0
ENSG00000268533.1	5	2	0	0	4	0
ENSG00000268606.6	0	0	0	0	0	0
ENSG00000268614.1	0	0	0	0	0	0
ENSG00000268629.8	1	0	0	0	0	0
ENSG00000268643.2	0	0	0	0	0	0
ENSG00000268651.4	0	0	0	0	0	0
ENSG00000268655.3	0	0	0	0	0	0
ENSG00000268674.2	0	0	0	0	0	0
ENSG00000268696.3	0	0	1	2	0	1
ENSG00000268738.3	0	0	0	0	0	0
ENSG00000268750.7	0	0	0	0	1	1
ENSG00000268790.5	0	0	0	0	0	0
ENSG00000268797.1	0	0	0	0	0	0
ENSG00000268799.4	0	0	0	0	0	0
ENSG00000268870.1	0	0	0	0	0	0
ENSG00000268902.4	0	0	0	0	0	0
ENSG00000268916.6	0	0	0	0	0	0
ENSG00000268940.6	0	0	0	0	0	0
ENSG00000268964.3	0	0	0	0	0	0
ENSG00000268975.2	0	0	0	0	0	0
ENSG00000268988.2	0	0	0	0	0	0
ENSG00000268994.3	0	0	0	0	0	0
ENSG00000269026.2	0	0	0	0	0	0
ENSG00000269035.1	0	0	0	0	0	0
ENSG00000269058.6	1	0	2	0	0	0
ENSG00000269067.2	0	0	2	0	0	0
ENSG00000269095.1	0	0	0	0	0	0
ENSG00000269096.7	0	0	0	0	0	0
ENSG00000269113.4	3	2	5	3	3	7
ENSG00000269167.1	0	0	0	0	0	0
ENSG00000269179.1	0	0	0	0	0	0
ENSG00000269190.6	80	89	67	68	59	72
ENSG00000269226.8	0	0	0	0	0	0
ENSG00000269237.1	0	0	0	0	0	0
ENSG00000269242.1	0	0	0	0	0	0
ENSG00000269307.1	0	0	0	0	0	0
ENSG00000269313.6	20	14	21	33	18	15
ENSG00000269335.7	278	352	319	165	149	220
ENSG00000269343.9	343	260	324	467	377	525
ENSG00000269403.1	0	0	0	0	0	0
ENSG00000269404.7	0	0	0	0	0	0
ENSG00000269405.7	0	0	0	0	0	0
ENSG00000269433.4	0	0	0	0	0	0
ENSG00000269437.8	0	0	0	0	0	0
ENSG00000269466.4	0	0	0	0	0	0
ENSG00000269469.1	0	0	0	0	0	0
ENSG00000269476.1	0	2	1	1	0	2
ENSG00000269502.6	0	0	0	0	0	0
ENSG00000269526.2	0	0	0	0	0	0
ENSG00000269533.5	0	0	0	0	0	0
ENSG00000269547.1	0	0	0	0	1	0
ENSG00000269556.9	116	136	99	82	71	96
ENSG00000269586.8	0	0	0	0	0	0
ENSG00000269590.1	0	0	0	0	0	0
ENSG00000269693.1	0	0	0	0	0	0
ENSG00000269699.7	0	0	0	0	0	0
ENSG00000269711.1	27	38	44	35	45	46
ENSG00000269713.9	239	229	253	390	282	363
ENSG00000269720.3	0	0	0	0	0	1
ENSG00000269741.5	0	0	0	0	0	0
ENSG00000269743.3	0	0	0	0	0	0
ENSG00000269755.1	0	0	0	0	0	0
ENSG00000269791.6	0	0	0	0	0	0
ENSG00000269823.1	0	0	0	0	0	0
ENSG00000269825.3	144	170	145	218	197	210
ENSG00000269855.3	0	0	0	0	2	0
ENSG00000269858.6	311	406	402	445	348	462
ENSG00000269891.2	0	0	0	0	0	0
ENSG00000269897.5	3	7	2	6	1	2
ENSG00000269955.2	0	0	1	0	0	0
ENSG00000269964.4	1	0	2	0	1	0
ENSG00000270011.9	1	1	0	0	0	0
ENSG00000270099.1	0	0	0	0	0	0
ENSG00000270106.6	0	0	0	0	0	0
ENSG00000270136.6	11	9	6	6	5	12
ENSG00000270149.5	0	0	1	0	1	2
ENSG00000270170.2	20	28	30	7	4	8
ENSG00000270181.3	0	0	0	0	0	0
ENSG00000270185.1	0	0	0	0	0	0
ENSG00000270231.5	91	82	86	127	82	145
ENSG00000270249.2	0	0	0	0	0	0
ENSG00000270276.3	0	0	0	0	0	0
ENSG00000270299.1	0	0	0	0	0	0
ENSG00000270316.1	0	0	0	0	0	0
ENSG00000270339.4	0	0	0	0	0	0
ENSG00000270379.6	0	0	0	0	0	0
ENSG00000270451.1	0	0	0	0	0	0
ENSG00000270467.1	0	0	0	0	0	0
ENSG00000270472.3	0	0	0	0	0	0
ENSG00000270505.1	0	0	0	0	0	0
ENSG00000270550.1	0	0	0	0	0	0
ENSG00000270601.5	0	0	0	0	0	0
ENSG00000270617.1	0	0	0	0	0	0
ENSG00000270629.7	463	491	481	644	400	517
ENSG00000270647.7	2112	1967	1919	1707	1548	1998
ENSG00000270757.1	0	3	1	0	1	0
ENSG00000270765.7	1	3	5	1	2	4
ENSG00000270800.4	0	0	0	0	0	0
ENSG00000270806.2	0	0	0	1	1	0
ENSG00000270824.1	0	0	0	0	0	0
ENSG00000270882.3	0	0	0	0	0	0
ENSG00000270885.2	1	8	15	4	4	6
ENSG00000270946.6	0	0	0	0	0	0
ENSG00000270961.1	0	0	0	0	0	0
ENSG00000271079.1	0	0	0	0	0	0
ENSG00000271092.5	0	0	0	0	0	0
ENSG00000271130.1	0	0	0	0	0	0
ENSG00000271178.1	0	0	0	0	0	0
ENSG00000271254.7	0	0	0	0	0	0
ENSG00000271271.6	0	0	0	0	0	0
ENSG00000271303.2	47	57	71	13	26	32
ENSG00000271317.1	0	0	0	0	0	0
ENSG00000271321.1	0	0	0	0	0	0
ENSG00000271336.1	0	0	0	0	0	0
ENSG00000271383.8	1	2	0	1	0	0
ENSG00000271425.9	128	112	117	155	136	168
ENSG00000271447.6	4	0	1	1	0	0
ENSG00000271449.8	0	0	0	0	0	0
ENSG00000271503.6	0	0	0	0	0	0
ENSG00000271567.2	0	0	0	0	0	0
ENSG00000271601.4	20	35	35	25	25	30
ENSG00000271605.6	0	0	0	0	0	0
ENSG00000271698.1	0	0	0	0	0	0
ENSG00000271723.5	0	0	0	0	0	0
ENSG00000271741.1	0	0	0	0	0	0
ENSG00000271793.2	0	0	0	0	0	0
ENSG00000271810.5	0	0	0	0	0	0
ENSG00000271824.2	0	0	0	0	0	1
ENSG00000271949.1	0	0	0	0	0	0
ENSG00000272000.6	0	0	0	0	0	0
ENSG00000272031.3	101	183	190	143	111	149
ENSG00000272047.4	132	134	137	80	74	100
ENSG00000272104.1	0	0	0	0	0	0
ENSG00000272162.1	0	0	0	0	0	0
ENSG00000272295.1	0	0	0	0	0	0
ENSG00000272297.2	0	0	0	0	1	0
ENSG00000272305.5	0	1	0	1	0	0
ENSG00000272325.2	67	70	86	48	40	49
ENSG00000272333.8	2797	4161	3844	3725	2697	3610
ENSG00000272391.6	159	233	189	196	135	182
ENSG00000272395.8	0	0	0	0	0	0
ENSG00000272398.6	67	70	76	30	34	56
ENSG00000272410.5	0	0	0	0	0	0
ENSG00000272414.6	0	0	1	0	0	0
ENSG00000272442.2	0	0	0	0	0	0
ENSG00000272514.6	0	0	0	0	0	0
ENSG00000272532.7	0	0	0	0	0	0
ENSG00000272573.6	0	0	0	0	0	0
ENSG00000272602.6	245	280	254	253	227	317
ENSG00000272617.3	0	0	0	1	0	0
ENSG00000272636.5	0	0	0	0	0	0
ENSG00000272647.3	0	0	0	0	0	0
ENSG00000272670.3	0	0	0	0	0	0
ENSG00000272674.4	183	245	235	190	166	195
ENSG00000272712.1	0	0	0	0	0	0
ENSG00000272741.1	0	2	0	0	0	0
ENSG00000272765.2	0	0	0	0	0	0
ENSG00000272772.2	1	0	2	0	0	0
ENSG00000272803.5	0	0	0	0	0	0
ENSG00000272804.3	0	0	0	0	0	0
ENSG00000272805.1	0	0	0	0	0	0
ENSG00000272822.2	1	0	3	1	0	0
ENSG00000272835.3	0	0	0	0	0	0
ENSG00000272886.6	257	400	327	234	206	272
ENSG00000272896.1	0	0	0	0	0	0
ENSG00000272897.5	40	41	77	53	52	71
ENSG00000272899.4	0	1	5	6	1	5
ENSG00000272901.5	0	0	0	0	0	0
ENSG00000272916.5	0	0	0	0	0	0
ENSG00000272921.1	0	0	0	0	0	0
ENSG00000272968.5	8	2	9	8	6	4
ENSG00000272980.5	0	0	0	0	2	0
ENSG00000272987.1	0	0	0	0	0	0
ENSG00000273003.1	0	0	0	0	0	0
ENSG00000273025.1	0	0	0	0	0	0
ENSG00000273045.7	20	27	34	38	24	24
ENSG00000273047.1	0	0	0	0	0	0
ENSG00000273049.1	0	0	0	0	0	0
ENSG00000273079.7	0	0	0	0	0	1
ENSG00000273085.3	0	0	0	0	0	0
ENSG00000273086.1	0	0	0	0	0	0
ENSG00000273088.2	27	24	23	32	23	30
ENSG00000273092.1	0	0	0	0	0	0
ENSG00000273111.6	0	0	0	0	0	0
ENSG00000273136.8	86	109	85	148	94	114
ENSG00000273154.3	0	0	3	3	0	2
ENSG00000273155.1	0	0	0	0	0	1
ENSG00000273167.1	0	0	0	0	0	0
ENSG00000273171.1	0	0	0	0	0	0
ENSG00000273173.6	0	0	0	0	0	0
ENSG00000273213.4	2	4	4	0	1	0
ENSG00000273217.1	0	0	0	0	0	0
ENSG00000273238.3	0	0	0	1	0	0
ENSG00000273259.3	0	0	0	0	0	0
ENSG00000273269.3	0	0	0	0	0	0
ENSG00000273274.2	0	1	0	0	1	2
ENSG00000273291.5	0	0	0	0	0	0
ENSG00000273294.1	0	0	0	0	0	0
ENSG00000273326.1	0	0	0	0	0	0
ENSG00000273331.1	0	0	0	0	0	0
ENSG00000273345.6	0	0	0	0	0	0
ENSG00000273397.4	0	0	0	0	0	0
ENSG00000273398.6	9	7	9	3	14	14
ENSG00000273431.1	0	0	0	0	0	0
ENSG00000273457.1	0	0	0	0	0	0
ENSG00000273494.3	0	0	0	0	0	0
ENSG00000273498.4	0	0	0	0	0	0
ENSG00000273502.4	0	0	0	0	0	0
ENSG00000273505.1	0	0	0	0	0	0
ENSG00000273506.4	0	0	0	0	0	0
ENSG00000273508.1	0	0	0	0	0	0
ENSG00000273510.1	0	0	0	0	0	0
ENSG00000273511.4	0	0	0	0	0	0
ENSG00000273513.2	0	0	0	0	0	0
ENSG00000273514.2	0	0	0	0	0	0
ENSG00000273517.1	0	0	0	0	0	0
ENSG00000273518.5	0	0	0	0	0	0
ENSG00000273520.6	0	0	0	0	0	0
ENSG00000273526.1	0	0	0	0	0	0
ENSG00000273529.2	0	0	0	0	0	0
ENSG00000273533.3	0	0	0	0	0	0
ENSG00000273535.4	0	0	0	0	0	0
ENSG00000273539.3	0	0	0	0	0	0
ENSG00000273540.5	0	0	0	0	0	0
ENSG00000273542.2	0	0	0	0	0	0
ENSG00000273554.4	0	0	0	0	0	0
ENSG00000273559.5	112	116	103	115	64	98
ENSG00000273562.4	0	0	0	0	0	0
ENSG00000273564.2	0	0	0	0	0	0
ENSG00000273572.4	0	0	0	0	0	0
ENSG00000273574.1	0	0	0	0	0	0
ENSG00000273575.4	0	0	0	0	0	0
ENSG00000273578.1	0	0	0	0	0	0
ENSG00000273579.3	0	0	0	0	0	0
ENSG00000273592.4	0	0	0	0	0	0
ENSG00000273594.4	0	0	0	0	0	0
ENSG00000273603.1	0	0	0	0	0	0
ENSG00000273604.2	0	0	0	0	0	0
ENSG00000273607.3	0	0	0	0	0	0
ENSG00000273608.4	0	0	0	0	0	0
ENSG00000273611.5	51	27	32	26	42	25
ENSG00000273622.1	0	0	0	0	0	0
ENSG00000273633.1	0	0	0	0	0	0
ENSG00000273641.2	0	0	0	0	0	0
ENSG00000273642.1	0	0	0	0	0	0
ENSG00000273645.2	0	0	0	0	0	0
ENSG00000273651.4	0	0	0	0	0	0
ENSG00000273661.5	0	0	0	0	0	0
ENSG00000273686.4	0	0	0	0	0	0
ENSG00000273696.5	0	0	0	0	0	0
ENSG00000273703.2	1779	2156	2045	986	925	1080
ENSG00000273706.5	0	3	1	3	2	0
ENSG00000273707.4	0	0	0	0	0	0
ENSG00000273713.2	0	0	0	0	0	0
ENSG00000273722.4	0	0	0	0	0	0
ENSG00000273734.1	0	0	0	0	0	0
