Gene_ID	MetStarve16h_Control_rep1	MetStarve16h_Control_rep2	MetStarve16h_Control_rep3	MetStarve16h_Starvation_rep1	MetStarve16h_Starvation_rep2	MetStarve16h_Starvation_rep3
ENSG00000169814.17	605	477	392	622	514	743
ENSG00000169826.8	445	240	265	324	288	969
ENSG00000169836.5	5	5	5	4	10	4
ENSG00000169840.5	0	0	0	0	0	0
ENSG00000169849.8	0	0	0	0	0	0
ENSG00000169851.16	124	164	147	89	106	145
ENSG00000169855.21	338	303	263	244	195	441
ENSG00000169856.9	157	80	70	28	25	90
ENSG00000169857.9	300	364	379	391	374	283
ENSG00000169860.7	34	34	45	17	31	14
ENSG00000169862.21	922	887	800	741	737	1145
ENSG00000169871.13	1477	1106	1085	780	680	1422
ENSG00000169876.14	0	0	0	1	0	1
ENSG00000169877.10	0	0	0	0	0	1
ENSG00000169884.14	94	148	131	210	216	140
ENSG00000169885.10	20	8	19	18	12	8
ENSG00000169891.18	421	429	418	206	180	213
ENSG00000169894.18	18	15	7	1	2	6
ENSG00000169895.6	3885	3967	3605	3491	3198	3894
ENSG00000169896.18	6	6	3	84	66	65
ENSG00000169900.8	0	0	0	1	0	0
ENSG00000169902.15	185	178	155	194	170	166
ENSG00000169903.7	0	1	0	3	5	7
ENSG00000169905.13	8879	9514	8912	14103	13026	16181
ENSG00000169906.5	0	0	0	0	0	0
ENSG00000169908.12	7	18	17	29	31	28
ENSG00000169914.6	461	364	302	321	286	492
ENSG00000169918.10	1	4	5	10	18	10
ENSG00000169919.17	675	625	637	478	493	664
ENSG00000169925.17	1201	808	685	429	429	959
ENSG00000169926.11	48	64	68	69	58	53
ENSG00000169933.17	0	0	0	0	0	0
ENSG00000169946.14	0	0	0	0	0	0
ENSG00000169951.10	570	626	609	706	643	705
ENSG00000169953.12	0	0	0	0	0	0
ENSG00000169955.8	422	554	450	739	690	655
ENSG00000169957.10	752	1188	1150	2995	3004	2083
ENSG00000169962.5	6	6	4	10	3	0
ENSG00000169964.8	147	135	126	203	230	197
ENSG00000169967.17	4103	4168	3999	5043	4671	6314
ENSG00000169972.12	302	340	309	607	587	500
ENSG00000169976.7	999	1476	1399	1456	1356	1029
ENSG00000169981.11	174	231	225	329	310	362
ENSG00000169989.3	9	13	12	5	4	11
ENSG00000169991.11	148	205	156	224	204	247
ENSG00000169992.10	1052	685	629	171	167	416
ENSG00000169994.20	0	0	0	0	0	1
ENSG00000170004.19	3682	1801	1645	1467	1349	4676
ENSG00000170006.13	287	263	243	632	583	745
ENSG00000170011.14	85	85	84	124	100	122
ENSG00000170017.12	5977	5431	5160	4423	4030	6263
ENSG00000170027.7	5886	4719	4144	5193	4996	9559
ENSG00000170035.16	2027	2080	1905	2124	2028	2317
ENSG00000170037.14	771	906	801	1001	968	917
ENSG00000170043.12	389	232	232	125	110	320
ENSG00000170044.9	1	0	0	5	0	0
ENSG00000170049.10	18	6	5	0	0	2
ENSG00000170054.16	0	0	0	1	0	1
ENSG00000170074.20	4	1	1	3	2	7
ENSG00000170075.10	368	405	407	406	425	370
ENSG00000170085.18	419	194	184	95	84	294
ENSG00000170088.14	1030	1306	1162	908	907	868
ENSG00000170089.18	0	0	0	0	0	0
ENSG00000170091.11	0	0	1	4	0	1
ENSG00000170092.15	4	1	3	0	0	5
ENSG00000170099.6	0	0	0	0	0	0
ENSG00000170100.14	864	662	628	450	463	911
ENSG00000170113.16	1523	1163	1089	1171	1023	1959
ENSG00000170122.6	27	15	19	5	16	18
ENSG00000170128.5	0	0	0	0	0	0
ENSG00000170142.12	2709	3565	3294	2190	2143	1710
ENSG00000170144.22	8173	4581	4709	2098	1631	3969
ENSG00000170145.5	934	662	662	354	342	680
ENSG00000170153.11	142	116	144	177	152	240
ENSG00000170160.19	6	6	10	2	5	9
ENSG00000170161.7	73	63	62	61	45	60
ENSG00000170162.14	0	0	0	0	0	0
ENSG00000170166.6	0	0	0	0	0	0
ENSG00000170175.11	69	46	36	50	51	75
ENSG00000170178.7	6	10	4	3	4	5
ENSG00000170180.22	2	0	1	0	0	0
ENSG00000170185.11	2361	2747	2548	6194	5900	6392
ENSG00000170190.16	23	28	21	25	30	32
ENSG00000170191.5	696	544	482	481	445	1153
ENSG00000170209.5	2	2	1	0	0	0
ENSG00000170214.5	0	0	1	0	0	4
ENSG00000170222.12	34	28	22	86	89	109
ENSG00000170231.16	3	4	1	5	4	1
ENSG00000170234.13	719	766	672	1084	1088	1420
ENSG00000170236.16	22	16	19	27	25	29
ENSG00000170242.19	1182	1426	1295	2634	2644	2931
ENSG00000170248.15	4308	4655	4110	4861	4242	4841
ENSG00000170255.8	0	0	0	0	0	0
ENSG00000170260.9	264	225	195	200	193	327
ENSG00000170262.13	0	0	1	0	0	0
ENSG00000170264.13	307	169	166	96	68	135
ENSG00000170265.12	1195	1621	1444	3191	3103	2219
ENSG00000170266.16	1648	1956	1824	2046	1883	1883
ENSG00000170270.5	127	207	198	376	422	289
ENSG00000170271.11	42	37	48	20	14	15
ENSG00000170275.15	2250	1558	1493	994	884	1675
ENSG00000170276.6	0	0	0	0	0	0
ENSG00000170279.3	0	0	0	0	0	0
ENSG00000170289.13	103	80	72	106	97	150
ENSG00000170290.4	0	0	1	0	0	0
ENSG00000170291.16	256	192	183	261	224	331
ENSG00000170293.9	106	63	99	66	73	98
ENSG00000170296.10	750	924	881	813	792	719
ENSG00000170298.16	0	0	0	0	0	0
ENSG00000170310.15	214	261	282	375	305	266
ENSG00000170312.17	4251	4463	4119	4172	3767	4279
ENSG00000170315.14	6791	7761	6920	4753	4928	4979
ENSG00000170322.15	969	733	749	739	665	1099
ENSG00000170323.9	0	0	0	0	0	0
ENSG00000170324.21	5	5	7	9	5	12
ENSG00000170325.16	632	656	615	485	502	583
ENSG00000170340.11	1270	1272	1180	2067	1908	2609
ENSG00000170345.10	498	509	552	185	136	145
ENSG00000170348.9	17202	18665	17319	14774	13267	16442
ENSG00000170356.10	0	0	0	0	0	0
ENSG00000170364.13	343	430	416	703	652	574
ENSG00000170365.10	298	367	334	418	380	405
ENSG00000170367.5	0	0	0	0	0	0
ENSG00000170369.4	1	0	0	0	1	0
ENSG00000170370.12	0	0	0	0	0	0
ENSG00000170373.9	0	0	0	0	3	0
ENSG00000170374.6	0	0	0	0	0	0
ENSG00000170379.21	267	163	174	34	36	111
ENSG00000170381.15	336	429	361	551	519	512
ENSG00000170382.12	193	169	145	81	96	198
ENSG00000170385.10	2986	2934	2705	2627	2489	3479
ENSG00000170390.16	16	22	16	80	86	79
ENSG00000170396.9	10	13	19	7	5	3
ENSG00000170409.7	0	0	0	0	0	0
ENSG00000170412.18	652	821	807	967	1006	697
ENSG00000170417.16	219	151	120	149	137	238
ENSG00000170419.11	0	0	0	0	0	0
ENSG00000170421.13	105875	201110	182268	163308	159967	86181
ENSG00000170423.13	0	1	0	0	0	0
ENSG00000170425.4	143	176	138	133	150	158
ENSG00000170426.2	0	2	0	0	1	0
ENSG00000170430.10	323	413	360	270	318	246
ENSG00000170439.8	184	220	210	223	233	213
ENSG00000170442.12	61	110	77	266	287	201
ENSG00000170445.16	1129	466	434	421	305	1308
ENSG00000170448.12	761	659	597	561	482	736
ENSG00000170454.6	0	0	0	1	0	0
ENSG00000170456.16	291	319	289	203	184	274
ENSG00000170458.15	0	2	1	0	1	3
ENSG00000170464.10	59	47	38	22	17	48
ENSG00000170465.10	0	0	0	0	0	0
ENSG00000170468.8	750	880	745	1823	1753	1790
ENSG00000170469.11	5	5	15	5	10	7
ENSG00000170471.15	3602	3697	3477	4854	4396	5673
ENSG00000170473.17	610	744	740	1229	1231	1203
ENSG00000170476.16	14	18	23	15	15	7
ENSG00000170477.13	0	0	2	2	7	7
ENSG00000170482.17	0	0	3	0	0	2
ENSG00000170484.10	0	0	0	1	0	0
ENSG00000170485.17	159	66	69	28	31	123
ENSG00000170486.11	0	0	0	0	0	0
ENSG00000170498.10	1	4	1	6	6	1
ENSG00000170500.13	2587	1125	1073	408	395	1298
ENSG00000170502.13	236	136	131	121	106	296
ENSG00000170509.12	8	5	0	8	14	18
ENSG00000170515.14	3067	4590	4137	2175	2169	1767
ENSG00000170516.17	0	0	0	0	1	0
ENSG00000170522.10	1907	1423	1317	689	609	1271
ENSG00000170523.3	48	69	45	233	195	153
ENSG00000170525.21	1445	1138	1163	494	477	785
ENSG00000170537.13	185	99	94	83	95	223
ENSG00000170540.15	12969	12171	11481	11067	10595	15139
ENSG00000170542.6	66	110	88	85	96	78
ENSG00000170545.17	499	653	603	531	534	517
ENSG00000170549.4	0	0	0	0	1	0
ENSG00000170558.10	0	0	0	1	0	0
ENSG00000170561.13	722	1007	904	1835	1795	1785
ENSG00000170571.12	2369	2659	2517	2337	2330	2547
ENSG00000170577.8	217	347	306	154	164	83
ENSG00000170579.17	0	1	3	5	10	5
ENSG00000170581.15	1501	1434	1528	1674	1322	1936
ENSG00000170584.11	658	706	629	1018	1093	1182
ENSG00000170604.5	764	1129	1011	3064	2976	2201
ENSG00000170605.7	0	0	0	0	0	0
ENSG00000170606.16	3168	3455	3139	1891	1762	2408
ENSG00000170608.3	11	10	11	6	2	2
ENSG00000170613.4	0	0	0	0	0	0
ENSG00000170615.15	0	2	0	2	3	0
ENSG00000170619.10	676	1175	1118	2962	2934	1786
ENSG00000170624.14	0	0	0	0	0	0
ENSG00000170627.11	0	0	0	0	0	0
ENSG00000170629.17	0	0	0	0	0	0
ENSG00000170631.15	384	400	351	724	696	700
ENSG00000170632.14	2065	2609	2385	2370	2219	2125
ENSG00000170633.17	883	522	484	567	493	1582
ENSG00000170634.13	115	110	124	124	142	150
ENSG00000170638.10	629	951	897	691	612	449
ENSG00000170653.19	1251	660	625	473	429	1360
ENSG00000170667.15	53	58	53	23	35	30
ENSG00000170677.6	618	596	538	1220	1183	1792
ENSG00000170681.7	10	14	13	9	8	18
ENSG00000170683.7	0	0	0	0	0	0
ENSG00000170684.10	141	118	83	180	187	361
ENSG00000170688.4	0	0	0	0	0	0
ENSG00000170689.10	10	10	17	19	19	7
ENSG00000170703.16	1	3	2	1	0	0
ENSG00000170734.12	737	646	629	486	423	601
ENSG00000170743.17	0	0	0	4	2	0
ENSG00000170745.12	247	298	272	291	277	253
ENSG00000170748.7	0	0	0	0	0	0
ENSG00000170759.11	6796	3684	3566	3729	3585	13542
ENSG00000170775.3	113	110	98	185	174	249
ENSG00000170776.22	3349	2849	2591	2453	2289	4488
ENSG00000170777.11	0	2	0	0	0	0
ENSG00000170779.11	2801	4135	3869	6534	6434	4732
ENSG00000170782.3	0	0	0	0	0	0
ENSG00000170786.13	2	3	6	4	3	5
ENSG00000170788.14	0	0	0	0	0	0
ENSG00000170790.6	0	0	0	0	0	0
ENSG00000170791.18	228	228	226	332	298	370
ENSG00000170801.10	0	0	0	3	2	3
ENSG00000170802.17	2054	2324	2123	2393	2302	2569
ENSG00000170807.12	0	0	0	0	0	0
ENSG00000170819.5	1	2	0	0	3	0
ENSG00000170820.12	0	0	1	0	0	0
ENSG00000170827.10	0	0	0	0	0	0
ENSG00000170832.13	21953	16559	15645	11129	10275	23502
ENSG00000170835.17	18	7	6	8	1	11
ENSG00000170836.13	7024	8870	8252	16735	16053	16608
ENSG00000170837.3	586	807	693	1680	1614	1446
ENSG00000170846.17	1079	1166	1182	1494	1462	2333
ENSG00000170848.16	0	0	0	0	0	0
ENSG00000170852.12	1505	1238	1169	1438	1414	2631
ENSG00000170854.18	893	1063	989	2467	2257	2390
ENSG00000170855.4	1076	1385	1207	3222	3001	3011
ENSG00000170858.10	0	0	0	0	0	0
ENSG00000170860.4	2568	3139	2796	2847	2735	2438
ENSG00000170871.12	2123	1838	1735	2050	1918	3210
ENSG00000170873.19	685	610	582	192	182	247
ENSG00000170876.8	1679	1565	1501	3254	3105	3805
ENSG00000170881.5	4526	5573	5163	10173	9629	9211
ENSG00000170889.14	5796	7524	6972	7560	7231	5871
ENSG00000170890.14	0	1	1	1	2	0
ENSG00000170891.11	0	0	0	0	0	0
ENSG00000170892.13	1519	2085	1929	1319	1209	888
ENSG00000170893.4	5	1	0	1	4	2
ENSG00000170899.11	43	31	62	84	60	67
ENSG00000170903.12	223	212	190	294	255	420
ENSG00000170906.16	102	90	94	100	119	111
ENSG00000170909.14	2	1	6	7	5	4
ENSG00000170915.9	96	110	107	66	64	66
ENSG00000170917.14	245	294	265	501	443	372
ENSG00000170919.16	127	80	102	83	67	155
ENSG00000170920.2	0	0	0	0	0	0
ENSG00000170921.16	5488	3055	2855	3032	2691	9472
ENSG00000170923.4	0	0	0	0	0	0
ENSG00000170925.3	0	0	0	0	0	0
ENSG00000170927.15	2	1	1	2	0	2
ENSG00000170929.6	0	0	0	0	0	0
ENSG00000170935.8	12	14	5	48	40	37
ENSG00000170946.15	388	374	407	661	559	644
ENSG00000170948.4	0	0	0	0	0	0
ENSG00000170949.18	1625	1636	1628	1049	981	1006
ENSG00000170950.6	2	1	5	4	1	5
ENSG00000170953.4	0	0	0	0	0	0
ENSG00000170954.12	0	0	0	0	0	0
ENSG00000170955.10	0	0	0	0	0	0
ENSG00000170956.17	1	0	0	0	0	0
ENSG00000170959.15	1	0	0	1	1	3
ENSG00000170961.7	3	1	1	0	0	0
ENSG00000170962.13	0	0	0	0	0	0
ENSG00000170965.10	5	7	9	37	37	33
ENSG00000170967.5	0	0	0	0	0	0
ENSG00000170983.4	0	0	0	0	0	0
ENSG00000170989.10	0	0	0	0	0	0
ENSG00000171004.19	263	331	236	317	354	307
ENSG00000171014.3	0	0	0	0	0	0
ENSG00000171016.13	63	45	64	15	11	17
ENSG00000171017.11	411	553	533	1109	1063	998
ENSG00000171033.13	380	277	319	146	139	267
ENSG00000171044.11	75	58	59	68	58	72
ENSG00000171045.16	169	252	219	266	187	153
ENSG00000171049.9	0	0	0	0	0	0
ENSG00000171051.10	0	2	0	0	0	0
ENSG00000171053.10	0	0	0	0	0	0
ENSG00000171054.9	0	0	0	0	0	0
ENSG00000171055.15	750	709	651	785	689	1065
ENSG00000171056.8	4	1	1	8	3	13
ENSG00000171060.11	0	0	0	0	0	0
ENSG00000171067.11	497	485	387	864	877	895
ENSG00000171084.18	0	0	0	0	0	0
ENSG00000171094.18	5	0	2	0	7	3
ENSG00000171097.14	17	21	17	6	3	7
ENSG00000171100.16	524	606	491	689	632	720
ENSG00000171101.15	0	0	0	0	0	0
ENSG00000171102.16	0	0	0	0	0	0
ENSG00000171103.11	608	683	678	463	399	359
ENSG00000171105.14	464	288	338	207	155	447
ENSG00000171109.19	1530	1525	1439	1249	1067	1349
ENSG00000171115.4	0	0	0	0	0	0
ENSG00000171116.7	1	1	0	0	0	0
ENSG00000171119.3	58	78	77	23	35	10
ENSG00000171121.17	250	187	210	137	87	208
ENSG00000171124.14	2	6	1	10	4	8
ENSG00000171126.8	38	55	36	16	23	18
ENSG00000171130.19	1253	1958	1645	1396	1496	992
ENSG00000171132.14	785	804	787	813	766	875
ENSG00000171133.4	0	0	0	0	0	1
ENSG00000171135.15	1075	633	544	281	254	714
ENSG00000171136.7	0	0	0	0	0	0
ENSG00000171148.14	3827	4966	4550	4998	4616	3989
ENSG00000171150.9	1201	1121	1045	1356	1245	2030
ENSG00000171155.8	737	926	879	749	667	652
ENSG00000171159.5	1260	1572	1474	1603	1688	1539
ENSG00000171160.18	111	74	80	92	72	111
ENSG00000171161.13	836	1183	1105	1635	1615	1258
ENSG00000171163.16	715	705	704	411	307	341
ENSG00000171169.9	301	435	419	500	537	397
ENSG00000171174.15	92	46	53	49	30	56
ENSG00000171180.3	0	0	0	0	0	1
ENSG00000171189.18	0	0	0	0	0	0
ENSG00000171195.11	0	0	0	0	0	0
ENSG00000171199.11	0	0	0	0	0	0
ENSG00000171201.12	0	0	0	0	0	0
ENSG00000171202.7	337	451	461	618	634	499
ENSG00000171204.13	1144	1398	1251	1248	1100	1069
ENSG00000171206.15	1065	981	803	1735	1736	2172
ENSG00000171208.10	1593	1902	1710	1083	1016	1022
ENSG00000171209.4	0	0	0	0	0	0
ENSG00000171217.5	0	0	5	0	0	0
ENSG00000171219.9	1299	1472	1296	1744	1542	1718
ENSG00000171222.11	1153	1448	1342	3015	2892	2445
ENSG00000171223.6	1778	2931	2674	9000	9292	6158
ENSG00000171224.9	45	47	63	92	87	117
ENSG00000171227.7	23	49	37	33	30	34
ENSG00000171234.14	0	1	0	2	0	1
ENSG00000171236.10	184	236	235	283	294	243
ENSG00000171241.9	789	644	553	290	269	580
ENSG00000171243.8	0	0	0	0	0	0
ENSG00000171246.7	48	85	65	21	12	23
ENSG00000171262.11	764	363	425	194	232	649
ENSG00000171291.9	0	1	3	2	4	0
ENSG00000171295.13	462	556	552	470	407	526
ENSG00000171298.13	2680	3612	3225	3224	2855	2077
ENSG00000171302.17	3587	5348	4623	7080	6785	5495
ENSG00000171303.8	5	4	8	5	13	4
ENSG00000171307.19	1457	2101	1779	1671	1767	1331
ENSG00000171310.11	151	145	156	322	336	383
ENSG00000171311.13	775	1030	948	1042	943	854
ENSG00000171314.9	9738	12028	11549	7900	6857	5611
ENSG00000171316.14	1947	893	866	465	460	1910
ENSG00000171320.15	929	1139	1093	1302	1055	1151
ENSG00000171345.13	31414	52244	49336	23860	22411	13083
ENSG00000171346.16	71	59	68	74	45	55
ENSG00000171357.6	3	2	3	0	4	7
ENSG00000171360.4	0	0	0	0	0	0
ENSG00000171365.17	395	397	385	421	380	652
ENSG00000171368.12	29	49	33	54	40	53
ENSG00000171385.11	106	123	104	73	62	107
ENSG00000171388.12	0	0	0	1	1	0
ENSG00000171396.12	0	0	0	0	0	0
ENSG00000171401.15	3	5	11	8	19	13
ENSG00000171402.15	0	0	0	0	0	0
ENSG00000171403.10	0	0	0	0	0	0
ENSG00000171405.13	0	0	0	0	0	0
ENSG00000171408.14	8	6	13	7	13	9
ENSG00000171421.13	490	855	798	1342	1541	886
ENSG00000171425.10	370	360	358	526	525	571
ENSG00000171428.15	201	258	282	462	390	386
ENSG00000171431.4	2	3	1	1	1	1
ENSG00000171433.12	3	6	14	22	26	15
ENSG00000171435.14	1072	619	570	74	60	148
ENSG00000171443.7	244	329	286	1192	1177	728
ENSG00000171444.19	228	172	157	149	137	307
ENSG00000171446.7	0	0	0	1	0	0
ENSG00000171448.9	499	323	334	79	96	243
ENSG00000171450.6	3	3	2	3	0	7
ENSG00000171451.15	0	2	0	0	3	8
ENSG00000171453.20	467	691	605	636	594	529
ENSG00000171456.21	1917	1144	1174	903	845	2118
ENSG00000171459.4	0	0	0	0	0	0
ENSG00000171462.15	16	9	16	5	6	4
ENSG00000171466.10	1971	1990	1937	2309	2206	2599
ENSG00000171467.16	1348	1028	1011	1385	1340	2662
ENSG00000171469.11	958	961	967	1729	1526	2291
ENSG00000171475.14	1275	1482	1423	2034	2071	2480
ENSG00000171476.22	13	28	29	15	20	8
ENSG00000171478.8	0	0	0	0	0	0
ENSG00000171481.5	0	0	1	0	0	0
ENSG00000171483.14	0	0	0	0	0	0
ENSG00000171487.16	0	0	0	1	1	0
ENSG00000171488.15	84	84	112	54	42	61
ENSG00000171489.11	0	0	0	0	0	0
ENSG00000171490.13	4865	4976	4535	7658	7182	9089
ENSG00000171492.14	675	831	738	1678	1590	1736
ENSG00000171495.17	1	0	0	0	0	0
ENSG00000171496.5	0	1	0	0	1	0
ENSG00000171497.5	493	710	635	876	889	603
ENSG00000171501.10	0	0	0	0	0	0
ENSG00000171502.15	16	8	15	126	103	124
ENSG00000171503.13	656	854	846	1065	881	908
ENSG00000171505.5	0	0	0	0	0	0
ENSG00000171509.16	0	0	1	0	2	0
ENSG00000171517.6	5	2	4	0	0	3
ENSG00000171522.6	890	1140	1132	696	698	513
ENSG00000171530.15	1169	1712	1595	1033	992	812
ENSG00000171532.5	0	0	0	0	0	0
ENSG00000171533.12	13	4	6	10	7	12
ENSG00000171540.8	3	0	6	3	3	5
ENSG00000171551.12	31	26	28	24	19	15
ENSG00000171552.14	1044	747	666	1169	1216	2654
ENSG00000171557.17	1	0	0	3	1	7
ENSG00000171560.17	0	0	0	1	0	1
ENSG00000171561.4	0	0	0	0	0	0
ENSG00000171564.12	1	1	0	7	5	6
ENSG00000171566.12	745	608	543	746	636	1161
ENSG00000171570.11	0	1	1	0	1	0
ENSG00000171574.19	339	362	285	246	229	304
ENSG00000171587.15	1481	1059	1183	965	902	1935
ENSG00000171595.14	0	1	0	0	0	0
ENSG00000171596.7	0	1	0	0	0	0
ENSG00000171603.18	3395	3580	3211	3746	3332	3980
ENSG00000171604.12	3885	3650	3230	6246	5995	8238
ENSG00000171606.18	554	616	587	1475	1354	1240
ENSG00000171608.18	22	45	52	15	19	7
ENSG00000171611.10	0	0	0	0	0	0
ENSG00000171612.7	379	456	430	960	906	861
ENSG00000171617.15	304	401	393	1187	1067	1319
ENSG00000171621.14	93	167	112	389	338	209
ENSG00000171631.16	189	188	165	164	145	173
ENSG00000171634.19	11203	6144	6036	5575	5084	16338
ENSG00000171643.14	0	0	0	0	0	0
ENSG00000171649.12	1	3	0	1	0	2
ENSG00000171657.6	0	0	0	0	0	1
ENSG00000171658.9	0	0	0	0	0	0
ENSG00000171659.16	0	0	0	0	0	0
ENSG00000171671.6	0	0	0	0	0	0
ENSG00000171680.23	230	292	259	210	181	156
ENSG00000171681.13	2964	2775	2595	3876	3648	5829
ENSG00000171695.11	14	25	17	15	8	7
ENSG00000171700.14	804	1054	933	568	519	448
ENSG00000171703.17	694	793	731	559	549	401
ENSG00000171711.3	0	0	0	0	0	0
ENSG00000171714.13	0	0	1	0	0	2
ENSG00000171720.10	946	1058	982	1118	1009	950
ENSG00000171722.13	0	0	0	0	0	0
ENSG00000171723.16	1415	1850	1604	1519	1358	1431
ENSG00000171724.3	137	190	175	137	123	138
ENSG00000171729.14	155	242	233	340	402	278
ENSG00000171735.20	467	560	524	418	368	379
ENSG00000171747.9	2	3	3	2	7	0
ENSG00000171757.17	1	0	0	0	0	2
ENSG00000171759.10	3	3	0	8	4	10
ENSG00000171763.20	455	618	527	942	891	831
ENSG00000171766.17	40	43	54	40	26	37
ENSG00000171772.17	0	0	0	0	0	0
ENSG00000171773.3	0	0	0	0	0	0
ENSG00000171777.16	0	0	0	0	2	0
ENSG00000171786.6	5	4	4	2	6	6
ENSG00000171790.16	5	3	2	3	0	0
ENSG00000171791.14	224	167	174	174	191	173
ENSG00000171792.11	734	458	412	391	374	765
ENSG00000171793.17	1861	1548	1371	871	832	1222
ENSG00000171794.4	0	0	0	0	0	0
ENSG00000171798.19	456	436	431	496	477	541
ENSG00000171804.11	0	0	1	1	1	1
ENSG00000171806.12	360	360	357	1111	1092	1087
ENSG00000171811.14	0	0	1	0	0	0
ENSG00000171812.13	0	1	1	0	0	0
ENSG00000171813.14	1516	2307	1980	5528	5403	3543
ENSG00000171815.6	1	2	4	5	6	3
ENSG00000171817.17	3	8	1	0	0	1
ENSG00000171819.5	1	0	0	0	0	0
ENSG00000171823.7	379	682	576	1300	1312	723
ENSG00000171824.14	1064	1228	1166	1072	914	1018
ENSG00000171827.11	170	169	134	333	332	500
ENSG00000171840.13	0	1	0	0	0	0
ENSG00000171843.17	180	190	176	235	200	209
ENSG00000171847.11	0	0	0	1	1	0
ENSG00000171848.16	5948	4756	4374	859	775	1743
ENSG00000171853.16	1236	1537	1317	1022	896	1007
ENSG00000171855.7	0	0	0	0	1	0
ENSG00000171858.18	3866	2674	2414	2083	2022	4178
ENSG00000171860.5	0	0	0	0	0	0
ENSG00000171861.11	396	262	244	446	471	795
ENSG00000171862.13	8553	10087	9220	14863	14215	14480
ENSG00000171863.15	26378	34785	35110	38048	35343	26803
ENSG00000171864.5	0	0	0	0	0	0
ENSG00000171865.10	1079	1283	1065	1543	1461	1484
ENSG00000171867.18	441	253	223	242	178	590
ENSG00000171872.5	0	0	0	0	0	0
ENSG00000171873.8	0	0	0	0	0	0
ENSG00000171877.21	92	97	85	202	214	237
ENSG00000171885.18	0	0	0	0	0	0
ENSG00000171889.7	2	0	0	0	0	0
ENSG00000171903.17	252	175	154	200	157	252
ENSG00000171914.17	558	514	519	891	819	927
ENSG00000171916.17	0	0	0	0	0	0
ENSG00000171928.14	1136	1513	1324	1898	1748	1647
ENSG00000171931.13	0	0	1	35	29	39
ENSG00000171936.3	0	0	0	0	0	0
ENSG00000171940.14	12453	6113	5921	3643	3544	14417
ENSG00000171942.5	0	0	0	0	0	0
ENSG00000171943.12	499	350	303	186	208	482
ENSG00000171944.2	0	0	0	0	0	0
ENSG00000171951.5	1	2	0	5	2	2
ENSG00000171953.16	281	399	357	489	503	365
ENSG00000171954.13	30	34	21	2	1	5
ENSG00000171956.7	0	0	0	0	0	0
ENSG00000171960.12	806	1166	1093	946	806	734
ENSG00000171962.18	16	13	17	36	43	43
ENSG00000171970.14	234	340	253	419	418	401
ENSG00000171984.15	25	30	23	121	128	149
ENSG00000171987.3	0	0	0	0	0	0
ENSG00000171988.20	3360	3064	2997	3219	2694	4098
ENSG00000171989.6	0	0	0	0	0	0
ENSG00000171992.13	35	37	50	40	39	76
ENSG00000171999.7	0	0	0	0	0	0
ENSG00000172000.7	0	0	0	0	1	2
ENSG00000172005.11	0	1	0	0	1	0
ENSG00000172006.12	113	74	58	47	51	123
ENSG00000172007.7	691	577	628	1016	945	1236
ENSG00000172009.15	1037	1902	1672	1009	931	501
ENSG00000172014.14	0	0	0	0	0	0
ENSG00000172016.16	0	0	0	0	0	0
ENSG00000172020.13	0	0	0	0	0	0
ENSG00000172023.8	0	0	0	0	0	0
ENSG00000172031.7	8	24	13	14	11	6
ENSG00000172037.14	1542	1810	1752	1788	1714	1365
ENSG00000172046.21	1223	1655	1430	1911	1850	1508
ENSG00000172053.18	2131	2874	2734	1487	1360	1095
ENSG00000172057.10	242	285	246	281	255	303
ENSG00000172058.16	0	0	0	0	0	0
ENSG00000172059.11	414	256	256	571	523	1314
ENSG00000172061.9	16	14	11	5	4	8
ENSG00000172062.17	122	213	169	267	222	163
ENSG00000172071.15	1783	1774	1806	1839	1685	2149
ENSG00000172073.4	0	1	0	2	1	0
ENSG00000172081.14	236	200	197	163	164	288
ENSG00000172086.9	840	1138	1092	2106	2090	1625
ENSG00000172113.10	551	558	535	795	714	858
ENSG00000172115.9	5079	4395	3847	5312	5175	8395
ENSG00000172116.23	0	0	1	0	0	0
ENSG00000172123.13	0	0	0	4	0	2
ENSG00000172137.19	1	1	1	1	1	0
ENSG00000172139.15	0	0	0	0	0	0
ENSG00000172146.4	0	0	0	0	0	0
ENSG00000172148.4	0	0	0	0	0	0
ENSG00000172150.4	0	0	0	0	0	0
ENSG00000172154.11	0	0	0	0	0	0
ENSG00000172155.10	0	0	0	0	0	0
ENSG00000172156.4	0	0	0	0	0	0
ENSG00000172159.16	214	271	280	486	393	374
ENSG00000172164.15	92	113	91	74	79	82
ENSG00000172167.8	594	480	430	339	296	630
ENSG00000172171.11	201	287	270	310	288	323
ENSG00000172172.8	1440	1876	1687	1525	1430	1250
ENSG00000172175.16	798	926	839	570	497	570
ENSG00000172179.13	0	0	0	0	0	0
ENSG00000172183.16	196	156	179	197	208	196
ENSG00000172186.7	1	0	0	0	0	0
ENSG00000172188.6	0	0	0	0	0	0
ENSG00000172197.11	1068	1049	991	686	761	938
ENSG00000172199.1	0	0	0	0	0	0
ENSG00000172201.12	406	615	589	793	755	580
ENSG00000172208.7	0	0	0	0	0	0
ENSG00000172209.6	0	0	1	0	1	1
ENSG00000172215.6	0	2	0	0	2	0
ENSG00000172216.6	2509	3768	3163	21768	21728	15469
ENSG00000172232.10	2	0	0	0	0	0
ENSG00000172236.18	0	0	1	0	0	0
ENSG00000172238.6	0	1	0	0	0	0
ENSG00000172239.14	2440	2793	2571	3032	2746	2625
ENSG00000172243.18	1	3	0	1	0	0
